Year,AnnÈe,ISO,Jurisdiction,Juridiction,Fire size class,Classe de superficie ‡ l'extinction ,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de donnÈes
1999,1999,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",13.9,a,13.9,a
2000,2000,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",53.7,a,53.7,a
2000,2000,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",234.5,a,234.5,a
2000,2000,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,27826,a,27826,a
2000,2000,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",613.2,a,613.2,a
2000,2000,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2877,a,2877,a
2000,2000,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,7597,a,7597,a
2000,2000,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",6.9,a,6.9,a
2001,2001,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",101,a,101,a
2001,2001,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",417.8,a,417.8,a
2001,2001,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,19137,a,19137,a
2001,2001,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",947,a,947,a
2001,2001,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2073.1,a,2073.1,a
2001,2001,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,10379,a,10379,a
2001,2001,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",13.3,a,13.3,a
2002,2002,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",81.6,a,81.6,a
2002,2002,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",394,a,394,a
2002,2002,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,667922,a,667922,a
2002,2002,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",842.3,a,842.3,a
2002,2002,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",13445,a,13445,a
2002,2002,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,104440,a,104440,a
2002,2002,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,226614,a,226614,a
2002,2002,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",10.7,a,10.7,a
2003,2003,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",74.1,a,74.1,a
2003,2003,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",373.1,a,373.1,a
2003,2003,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,28905,a,28905,a
2003,2003,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",1673.8,a,1673.8,a
2003,2003,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",9597,a,9597,a
2003,2003,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,47227,a,47227,a
2003,2003,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",10.3,a,10.3,a
2004,2004,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",33.2,a,33.2,a
2004,2004,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",150.6,a,150.6,a
2004,2004,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",242.9,a,242.9,a
2004,2004,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2613,a,2613,a
2004,2004,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",4.5,a,4.5,a
2005,2005,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",150.2,a,150.2,a
2005,2005,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",669.4,a,669.4,a
2005,2005,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,594661,a,594661,a
2005,2005,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",1600.2,a,1600.2,a
2005,2005,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",15541,a,15541,a
2005,2005,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,187494,a,187494,a
2005,2005,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",14.5,a,14.5,a
2006,2006,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",68.4,a,68.4,a
2006,2006,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",395.1,a,395.1,a
2006,2006,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,80089,a,80089,a
2006,2006,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",1604.6,a,1604.6,a
2006,2006,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",9640,a,9640,a
2006,2006,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,44545,a,44545,a
2006,2006,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9,a,9,a
2007,2007,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",106.3,a,106.3,a
2007,2007,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",539.1,a,539.1,a
2007,2007,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,206926,a,206926,a
2007,2007,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",1908.3,a,1908.3,a
2007,2007,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",16920.7,a,16920.7,a
2007,2007,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,116271.3,a,116271.3,a
2007,2007,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",10.4,a,10.4,a
2008,2008,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",24.4,a,24.4,a
2008,2008,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",103.5,a,103.5,a
2008,2008,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",472,a,472,a
2008,2008,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",879,a,879,a
2008,2008,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",2.7,a,2.7,a
2009,2009,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",60.6,a,60.6,a
2009,2009,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",266.3,a,266.3,a
2009,2009,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,26878.6,a,26878.6,a
2009,2009,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",1372.9,a,1372.9,a
2009,2009,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",5265.2,a,5265.2,a
2009,2009,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,60122.4,a,60122.4,a
2009,2009,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",5.7,a,5.7,a
2010,2010,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",79.8,a,79.8,a
2010,2010,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",365.5,a,365.5,a
2010,2010,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,160153.5,a,160153.5,a
2010,2010,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",961,a,961,a
2010,2010,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",5981.6,a,5981.6,a
2010,2010,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,40330.3,a,40330.3,a
2010,2010,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,107004.1,a,107004.1,a
2010,2010,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",8,a,8,a
2011,2011,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",33.8,a,33.8,a
2011,2011,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",176.9,a,176.9,a
2011,2011,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",333.4,a,333.4,a
2011,2011,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",4287.3,a,4287.3,a
2011,2011,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,7561.4,a,7561.4,a
2011,2011,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",4.7,a,4.7,a
2012,2012,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",72.4,a,72.4,a
2012,2012,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",318.4,a,318.4,a
2012,2012,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,31549.5,a,31549.5,a
2012,2012,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",838.8,a,838.8,a
2012,2012,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",5639.4,a,5639.4,a
2012,2012,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,25612,a,25612,a
2012,2012,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.6,a,12.6,a
2013,2013,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",44.6,a,44.6,a
2013,2013,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",245,a,245,a
2013,2013,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,427278.3,a,427278.3,a
2013,2013,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",1248.3,a,1248.3,a
2013,2013,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",4768.6,a,4768.6,a
2013,2013,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,85813,a,85813,a
2013,2013,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,1353437,a,1353437,a
2013,2013,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",7.4,a,7.4,a
2014,2014,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",26.9,a,26.9,a
2014,2014,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",118.8,a,118.8,a
2014,2014,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,37904.2,a,37904.2,a
2014,2014,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",562.3,a,562.3,a
2014,2014,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",3186.4,a,3186.4,a
2014,2014,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,21919.4,a,21919.4,a
2014,2014,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",2.7,a,2.7,a
2015,2015,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",39.1,a,39.1,a
2015,2015,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",187.8,a,187.8,a
2015,2015,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",193.3,a,193.3,a
2015,2015,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2891.6,a,2891.6,a
2015,2015,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,2059.9,a,2059.9,a
2015,2015,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",7.9,a,7.9,a
2016,2016,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",55.2,a,55.2,a
2016,2016,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",248.6,a,248.6,a
2016,2016,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",1352.4,a,1352.4,a
2016,2016,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",11880.9,a,11880.9,a
2016,2016,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,19823.1,a,19823.1,a
2016,2016,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",10.6,a,10.6,a
2017,2017,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",23,a,23,a
2017,2017,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",81,a,81,a
2017,2017,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,15430.4,a,15430.4,a
2017,2017,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",371.6,a,371.6,a
2017,2017,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",3362.1,a,3362.1,a
2017,2017,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,19120.3,a,19120.3,a
2017,2017,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",3.5,a,3.5,a
2018,2018,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",51.2,a,51.2,a
2018,2018,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",263.2,a,263.2,a
2018,2018,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,12985,a,12985,a
2018,2018,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",979.6,a,979.6,a
2018,2018,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",5970.9,a,5970.9,a
2018,2018,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,66001.1,a,66001.1,a
2018,2018,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.7,a,9.7,a
2019,2019,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",30.5,a,30.5,a
2019,2019,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",94.7,a,94.7,a
2019,2019,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",441.3,a,441.3,a
2019,2019,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",1876.5,a,1876.5,a
2019,2019,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,7156,a,7156,a
2019,2019,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",5,a,5,a
1990,1990,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",145.05,a,145.05,a
1990,1990,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",372.1,a,372.1,a
1990,1990,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,152988.826,a,152988.826,a
1990,1990,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1767.965759,a,1767.965759,a
1990,1990,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",8686.09348,a,8686.09348,a
1990,1990,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,52077.60298,a,52077.60298,a
1990,1990,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",18.04,a,18.04,a
1991,1991,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",110.45,a,110.45,a
1991,1991,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",459.22,a,459.22,a
1991,1991,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,133317.1,a,133317.1,a
1991,1991,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1931.99,a,1931.99,a
1991,1991,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",8201.41,a,8201.41,a
1991,1991,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,54142.18,a,54142.18,a
1991,1991,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.76,a,12.76,a
1992,1992,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",102.49,a,102.49,a
1992,1992,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",365.64,a,365.64,a
1992,1992,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,73337.64,a,73337.64,a
1992,1992,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1502.14,a,1502.14,a
1992,1992,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",6956.17,a,6956.17,a
1992,1992,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,15480.3,a,15480.3,a
1992,1992,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.01,a,12.01,a
1993,1993,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",106.6,a,106.6,a
1993,1993,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",367.28,a,367.28,a
1993,1993,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,204500,a,204500,a
1993,1993,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",2450.65,a,2450.65,a
1993,1993,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",10645.85,a,10645.85,a
1993,1993,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,88405.01,a,88405.01,a
1993,1993,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,301715.3,a,301715.3,a
1993,1993,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.15,a,9.15,a
1994,1994,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",148.65,a,148.65,a
1994,1994,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",353.3,a,353.3,a
1994,1994,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,428732,a,428732,a
1994,1994,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",2126.77,a,2126.77,a
1994,1994,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",6937.86,a,6937.86,a
1994,1994,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,106366.3,a,106366.3,a
1994,1994,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,301344,a,301344,a
1994,1994,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",10.57,a,10.57,a
1995,1995,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",127.12,a,127.12,a
1995,1995,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",412.25,a,412.25,a
1995,1995,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,924086,a,924086,a
1995,1995,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1443.15,a,1443.15,a
1995,1995,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",11293.5,a,11293.5,a
1995,1995,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,117563.8,a,117563.8,a
1995,1995,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,593500,a,593500,a
1995,1995,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",8.07,a,8.07,a
1996,1996,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",54.48,a,54.48,a
1996,1996,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",185.72,a,185.72,a
1996,1996,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",915,a,915,a
1996,1996,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",4257.7,a,4257.7,a
1996,1996,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,7565,a,7565,a
1996,1996,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.09,a,9.09,a
1997,1997,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",71.81,a,71.81,a
1997,1997,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",292.65,a,292.65,a
1997,1997,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1199.24,a,1199.24,a
1997,1997,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",2303.8,a,2303.8,a
1997,1997,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",9.41,a,9.41,a
1998,1998,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",199.5,a,199.5,a
1998,1998,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",827.4,a,827.4,a
1998,1998,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,625272,a,625272,a
1998,1998,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",4504.2,a,4504.2,a
1998,1998,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",21399,a,21399,a
1998,1998,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,125470,a,125470,a
1998,1998,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,261000,a,261000,a
1998,1998,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",24.12,a,24.12,a
1999,1999,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",87.65,a,87.65,a
1999,1999,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",415.01,a,415.01,a
1999,1999,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,109887.1,a,109887.1,a
1999,1999,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",2223.9,a,2223.9,a
1999,1999,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",6899.88,a,6899.88,a
1999,1999,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,61295,a,61295,a
1999,1999,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",11.7,a,11.7,a
2000,2000,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",75.36,a,75.36,a
2000,2000,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",272.03,a,272.03,a
2000,2000,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,113432,a,113432,a
2000,2000,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1316.79,a,1316.79,a
2000,2000,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",4195.32,a,4195.32,a
2000,2000,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,21509.74,a,21509.74,a
2000,2000,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",4.93,a,4.93,a
2001,2001,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",131.36,a,131.36,a
2001,2001,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",524.4,a,524.4,a
2001,2001,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,129460,a,129460,a
2001,2001,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",3636.25,a,3636.25,a
2001,2001,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",10793.85,a,10793.85,a
2001,2001,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,58870.2,a,58870.2,a
2001,2001,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12.36,a,12.36,a
2002,2002,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",134.79,a,134.79,a
2002,2002,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",634.2,a,634.2,a
2002,2002,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,639307,a,639307,a
2002,2002,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",4050.36,a,4050.36,a
2002,2002,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",20600.5,a,20600.5,a
2002,2002,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,63747,a,63747,a
2002,2002,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,151126,a,151126,a
2002,2002,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",10.19,a,10.19,a
2003,2003,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",107.12,a,107.12,a
2003,2003,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",359.15,a,359.15,a
2003,2003,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,60199,a,60199,a
2003,2003,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1486.75,a,1486.75,a
