Year,AnnÈe,ISO,Jurisdiction,Juridiction,Cause,Origine,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
2009,2009,QC,Quebec,QuÈbec,Lightning,Foudre,145,a,145,a
2010,2010,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,497,a,497,a
2010,2010,QC,Quebec,QuÈbec,Lightning,Foudre,240,a,240,a
2011,2011,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,231,a,231,a
2011,2011,QC,Quebec,QuÈbec,Lightning,Foudre,98,a,98,a
2012,2012,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,521,a,521,a
2012,2012,QC,Quebec,QuÈbec,Lightning,Foudre,274,a,274,a
2013,2013,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,364,a,364,a
2013,2013,QC,Quebec,QuÈbec,Lightning,Foudre,151,a,151,a
2014,2014,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,224,a,224,a
2014,2014,QC,Quebec,QuÈbec,Lightning,Foudre,68,a,68,a
2015,2015,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,338,a,338,a
2015,2015,QC,Quebec,QuÈbec,Lightning,Foudre,46,a,46,a
2016,2016,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,431,a,431,a
2016,2016,QC,Quebec,QuÈbec,Lightning,Foudre,171,a,171,a
2017,2017,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,234,a,234,a
2017,2017,QC,Quebec,QuÈbec,Lightning,Foudre,83,a,83,a
2018,2018,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,398,a,398,a
2018,2018,QC,Quebec,QuÈbec,Lightning,Foudre,194,a,194,a
2019,2019,QC,Quebec,QuÈbec,Human activity,ActivitÈs humaines,276,a,276,a
2019,2019,QC,Quebec,QuÈbec,Lightning,Foudre,81,a,81,a
1990,1990,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,434,a,434,a
1990,1990,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,463,a,463,a
1991,1991,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,493,a,493,a
1991,1991,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,269,a,269,a
1992,1992,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,471,a,471,a
1992,1992,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,228,a,228,a
1993,1993,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,462,a,462,a
1993,1993,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,183,a,183,a
1994,1994,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,435,a,435,a
1994,1994,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,262,a,262,a
1995,1995,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,295,a,295,a
1995,1995,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,355,a,355,a
1996,1996,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,207,a,207,a
1996,1996,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,218,a,218,a
1997,1997,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,232,a,232,a
1997,1997,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,257,a,257,a
1998,1998,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,438,a,438,a
1998,1998,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,828,a,828,a
1999,1999,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,245,a,245,a
1999,1999,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,495,a,495,a
2000,2000,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,234,a,234,a
2000,2000,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,180,a,180,a
2001,2001,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,539,a,539,a
2001,2001,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,317,a,317,a
2002,2002,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,440,a,440,a
2002,2002,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,440,a,440,a
2003,2003,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,288,a,288,a
2003,2003,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,352,a,352,a
2004,2004,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,164,a,164,a
2004,2004,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,165,a,165,a
2005,2005,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,127,a,127,a
2005,2005,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,196,a,196,a
2006,2006,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,166,a,166,a
2006,2006,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,334,a,334,a
2007,2007,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,233,a,233,a
2007,2007,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,133,a,133,a
2008,2008,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,316,a,316,a
2008,2008,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,282,a,282,a
2009,2009,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,328,a,328,a
2009,2009,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,183,a,183,a
2010,2010,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,230,a,230,a
2010,2010,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,341,a,341,a
2011,2011,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,239,a,239,a
2011,2011,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,64,a,64,a
2012,2012,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,206,a,206,a
2012,2012,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,202,a,202,a
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,IndÈterminÈe,2,a,2,a
2013,2013,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,269,a,269,a
2013,2013,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,160,a,160,a
2014,2014,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,209,a,209,a
2014,2014,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,194,a,194,a
2015,2015,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,344,a,344,a
2015,2015,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,379,a,379,a
2016,2016,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,230,a,230,a
2016,2016,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,171,a,171,a
2016,2016,SK,Saskatchewan,Saskatchewan,Unspecified,IndÈterminÈe,1,a,1,a
2017,2017,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,191,a,191,a
2017,2017,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,162,a,162,a
2018,2018,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,271,a,271,a
2018,2018,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,162,a,162,a
2019,2019,SK,Saskatchewan,Saskatchewan,Human activity,ActivitÈs humaines,178,a,178,a
2019,2019,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,72,a,72,a
2019,2019,SK,Saskatchewan,Saskatchewan,Unspecified,IndÈterminÈe,7,a,7,a
1990,1990,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,81,a,81,a
1990,1990,YT,Yukon,Yukon,Lightning,Foudre,73,a,73,a
1991,1991,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,62,a,62,a
1991,1991,YT,Yukon,Yukon,Lightning,Foudre,125,a,125,a
1992,1992,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,48,a,48,a
1992,1992,YT,Yukon,Yukon,Lightning,Foudre,68,a,68,a
1993,1993,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,59,a,59,a
1993,1993,YT,Yukon,Yukon,Lightning,Foudre,77,a,77,a
1994,1994,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,70,a,70,a
1994,1994,YT,Yukon,Yukon,Lightning,Foudre,185,a,185,a
1995,1995,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,71,a,71,a
1995,1995,YT,Yukon,Yukon,Lightning,Foudre,76,a,76,a
1995,1995,YT,Yukon,Yukon,Unspecified,IndÈterminÈe,1,a,1,a
1996,1996,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,66,a,66,a
1996,1996,YT,Yukon,Yukon,Lightning,Foudre,83,a,83,a
1997,1997,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,69,a,69,a
1997,1997,YT,Yukon,Yukon,Lightning,Foudre,43,a,43,a
1998,1998,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,110,a,110,a
1998,1998,YT,Yukon,Yukon,Lightning,Foudre,87,a,87,a
1998,1998,YT,Yukon,Yukon,Unspecified,IndÈterminÈe,1,a,1,a
1999,1999,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,40,a,40,a
1999,1999,YT,Yukon,Yukon,Lightning,Foudre,119,a,119,a
2000,2000,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,31,a,31,a
2000,2000,YT,Yukon,Yukon,Lightning,Foudre,23,a,23,a
2000,2000,YT,Yukon,Yukon,Unspecified,IndÈterminÈe,1,a,1,a
2001,2001,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,18,a,18,a
2001,2001,YT,Yukon,Yukon,Lightning,Foudre,50,a,50,a
2002,2002,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,38,a,38,a
2002,2002,YT,Yukon,Yukon,Lightning,Foudre,31,a,31,a
2003,2003,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,48,a,48,a
2003,2003,YT,Yukon,Yukon,Lightning,Foudre,29,a,29,a
2004,2004,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,33,a,33,a
2004,2004,YT,Yukon,Yukon,Lightning,Foudre,249,a,249,a
2005,2005,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,26,a,26,a
2005,2005,YT,Yukon,Yukon,Lightning,Foudre,57,a,57,a
2006,2006,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,26,a,26,a
2006,2006,YT,Yukon,Yukon,Lightning,Foudre,54,a,54,a
2007,2007,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,20,a,20,a
2007,2007,YT,Yukon,Yukon,Lightning,Foudre,90,a,90,a
2008,2008,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,27,a,27,a
2008,2008,YT,Yukon,Yukon,Lightning,Foudre,49,a,49,a
2009,2009,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,33,a,33,a
2009,2009,YT,Yukon,Yukon,Lightning,Foudre,85,a,85,a
2010,2010,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,38,a,38,a
2010,2010,YT,Yukon,Yukon,Lightning,Foudre,50,a,50,a
2011,2011,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,16,a,16,a
2011,2011,YT,Yukon,Yukon,Lightning,Foudre,40,a,40,a
2012,2012,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,34,a,34,a
2012,2012,YT,Yukon,Yukon,Lightning,Foudre,92,a,92,a
2013,2013,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,21,a,21,a
2013,2013,YT,Yukon,Yukon,Lightning,Foudre,156,a,156,a
2014,2014,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,18,a,18,a
2014,2014,YT,Yukon,Yukon,Lightning,Foudre,16,a,16,a
2015,2015,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,24,a,24,a
2015,2015,YT,Yukon,Yukon,Lightning,Foudre,161,a,161,a
2016,2016,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,24,a,24,a
2016,2016,YT,Yukon,Yukon,Lightning,Foudre,29,a,29,a
2017,2017,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,22,a,22,a
2017,2017,YT,Yukon,Yukon,Lightning,Foudre,93,a,93,a
2018,2018,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,18,a,18,a
2018,2018,YT,Yukon,Yukon,Lightning,Foudre,33,a,33,a
2019,2019,YT,Yukon,Yukon,Human activity,ActivitÈs humaines,33,a,33,a
2019,2019,YT,Yukon,Yukon,Lightning,Foudre,84,a,84,a
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,IndÈterminÈe,649,e,649,e
2020,2020,YT,Yukon,Yukon,Unspecified,IndÈterminÈe,24,e,24,e
2020,2020,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,723,e,723,e
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,IndÈterminÈe,71,e,71,e
2020,2020,SK,Saskatchewan,Saskatchewan,Unspecified,IndÈterminÈe,145,e,145,e
2020,2020,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,149,e,149,e
2020,2020,ON,Ontario,Ontario,Unspecified,IndÈterminÈe,608,e,608,e
2020,2020,QC,Quebec,QuÈbec,Unspecified,IndÈterminÈe,707,e,707,e
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,IndÈterminÈe,94,e,94,e
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Unspecified,IndÈterminÈe,462,e,462,e
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,IndÈterminÈe,176,e,176,e
2020,2020,PE,Prince Edward Island,Ile-du-Prince-Edouard,Unspecified,IndÈterminÈe,15,e,15,e
2020,2020,PC,Parks Canada,Parcs Canada,Unspecified,IndÈterminÈe,93,e,93,e
